course,section,relative_path,ext,size_bytes,pdf_pages,ocr_used,text_words,token_count,has_text,top_tokens,topics
infi,hw,hw/שאלות_מטלות_4-6.pdf,.pdf,54673,6,False,1696,766,True,lim;נקודות;קיים;לכל;שאלה;מתקיים;אז;הוכיחו;א׳;סטודנט,גבולות;sup_inf
infi,hw,hw/שאלות_מטלות_7-9.pdf,.pdf,52874,6,False,1612,705,True,נקודות;lim;אז;עולה;שאלה;נניח;קיים;הוכיחו;רציפה;לכל,גבולות;רציפות;sup_inf
infi,lecture,lecture/Lecture 10 group 2 calculus 1 2026.pdf,.pdf,3739481,8,False,0,0,False,,
infi,lecture,lecture/Lecture 11 group 1 calculus 1 2026 (2).pdf,.pdf,4949111,18,False,0,0,False,,
infi,lecture,lecture/Lecture 12 group 1 calculus 1 2026.pdf,.pdf,4322381,14,False,574,179,True,fix;pip;pin;ftp;iii;lim;xer;flx;nlc;pain,sup_inf
infi,lecture,lecture/Lecture 14 group 2 calculus 1 2026.pdf,.pdf,3322649,12,False,390,147,True,lingly;pin;lko;gly;fix;ocly;limf;lim;plan;glt,sup_inf
infi,lecture,lecture/Lecture 15 group 1 calculus 1 2026.pdf,.pdf,4996016,19,False,693,196,True,him;lim;pin;limp;plc;arcsin;xer;cost;sin;slc,
infi,lecture,lecture/Lecture 16 group 2 calculus 1 2026.pdf,.pdf,2737822,9,False,619,194,True,xer;fix;plc;jan;aib;slc;lim;japan;pin;else,sup_inf
infi,lecture,lecture/Lecture 18 group 2 calculus 2026-2.pdf,.pdf,6417867,17,False,673,214,True,aib;slc;fla;fix;faib;flat;post;asceb;flc;psi,sup_inf
infi,lecture,lecture/Lecture 19 group 1 calculus 1 2026.pdf,.pdf,4822713,16,False,745,216,True,xer;aib;plc;fix;pip;him;pyn;eto;ifa;iii,
infi,lecture,lecture/Lecture 2 group 2 calculus 1 2026.pdf,.pdf,3707301,9,False,0,0,False,,
infi,lecture,lecture/Lecture 20 calculus 1 group 2 2026-3.pdf,.pdf,6191944,15,False,760,228,True,xer;him;lim;slc;pyn;nnselcn;iii;fix;sinx;play,
infi,lecture,lecture/Lecture 21 group 1 calculus 1 2026.pdf,.pdf,7394020,16,False,921,262,True,xer;man;fix;aib;slc;foal;yer;sin;gof;ftp,
infi,lecture,lecture/Lecture 22 group 1 calculus 1 2026.pdf,.pdf,3300384,9,False,565,157,True,aib;plc;aid;sic;fix;xer;japan;genn;day;rin,
infi,lecture,lecture/Lecture 23 group 1 calculus 1 2026.pdf,.pdf,7948180,11,False,665,209,True,fix;xer;pie;pin;snip;aib;slc;plc;fig;ascab,sup_inf
infi,lecture,lecture/Lecture 4 group 1  calculus 1 2026.pdf,.pdf,4412996,9,False,0,0,False,,
infi,lecture,lecture/Lecture 6 group 2 calculus 1 2026.pdf,.pdf,2632190,14,False,3,0,False,,
infi,lecture,lecture/Lecture 7 group 1 calculus 1 2026.pdf,.pdf,3773922,17,False,0,0,False,,
infi,lecture,lecture/Lecture 8 group 2 calculus 1 2026 2.pdf,.pdf,2420711,8,False,0,0,False,,
infi,lecture,lecture/Lecture 9 group 1 calculus 1 2026.pdf,.pdf,27878601,12,False,5,3,True,lsd;wed;eden,
infi,lecture,lecture/הרצאה - 17.pdf,.pdf,7288600,13,False,824,266,True,fix;xer;japan;plc;jan;aib;gas;slc;lim;pin,sup_inf
infi,lecture,lecture/הרצאה 1.pdf,.pdf,2740555,11,False,77,18,True,pom;sins;need;rise;ate;even;odd;kaila;hell;sina,
infi,lecture,lecture/הרצאה 11- אינפי.pdf,.pdf,4969497,18,False,4,1,True,anion,
infi,lecture,lecture/הרצאה 13 אינפי 2.pdf,.pdf,5297857,14,False,644,246,True,cost;pin;sinx;limflx;him;sin;lim;man;sink;cos,sup_inf
infi,lecture,lecture/הרצאה 13 אינפי.pdf,.pdf,4588115,13,False,596,228,True,cost;pin;sinx;limflx;him;lim;man;sink;cos;tot,sup_inf
infi,lecture,lecture/הרצאה 3.pdf,.pdf,3178053,14,False,19,5,True,por;pas;eon;pit;plan,
infi,lecture,lecture/הרצאה 5 - אינפי - 11.11.pdf,.pdf,3678055,15,False,0,0,False,,
infi,lecture,lecture/הרצאה 6 - אינפי - 13.11.pdf,.pdf,5043824,17,False,5,0,False,,
infi,moeda,moeda/.DS_Store,,6148,,False,0,0,False,,
infi,moeda,moeda/Calculus_1 (23).pdf,.pdf,81384,5,False,1682,583,True,points;every;there;such;exists;let;solution;prove;lim;suppose,sup_inf;רציפות
infi,recitation,recitation/Recitation 10-Hebrew.pdf,.pdf,646066,6,False,966,36,True,lim;cos;tan;sin;cosxx,
infi,recitation,recitation/Recitation 11-Hebrew.pdf,.pdf,387222,6,False,795,33,True,lim;xxx;xxxx,
infi,recitation,recitation/Recitation 13-Hebrew.pdf,.pdf,185636,3,False,470,12,True,sin;cos;sinx;max,
infi,recitation,recitation/Recitation 4-Hebrew.pdf,.pdf,854010,9,False,803,34,True,max;min;lim,
infi,recitation,recitation/Recitation 5-Hebrew.pdf,.pdf,2066169,17,False,874,58,True,lim;min;iii;time;antefe;instated;iim;fifa;poje;etc,
infi,recitation,recitation/Recitation 6-Hebrew.pdf,.pdf,1541056,10,False,872,58,True,lim;jak;max;sup;bed;pies;pms;jed;rips;xco,sup_inf
infi,recitation,recitation/Recitation 7-Hebrew.pdf,.pdf,839608,8,False,1013,139,True,lim;sin;cos;bsin;max;cosxx;sinx;cosx,
infi,recitation,recitation/Recitation 8-Hebrew.pdf,.pdf,678685,5,False,646,14,True,lim;min;sup,sup_inf
infi,recitation,recitation/Recitation 9-Hebrew.pdf,.pdf,408589,6,False,657,19,True,lim;inf;min,sup_inf
infi,recitation,recitation/תרגול 1 מקס.pdf,.pdf,828256,6,False,701,52,True,him;else;xen;yeq;pig;yso;yen;new;here;rer,
infi,recitation,recitation/תרגול 3.pdf,.pdf,448013,6,False,594,48,True,sup;inf;max;min;god;maxaltno;gofor;hod;supca;epcot,sup_inf
infi,recitation,recitation/תרגול2.pdf,.pdf,2254413,12,False,1111,219,True,inf;sup;supa;min;eso;her;food;sic;rods;suela,sup_inf
infi,simulation,simulation/Simulation_calculus1_2026_solution.pdf,.pdf,82188,4,False,1670,543,True,points;every;let;such;solution;there;prove;suppose;exists;differentiable,sup_inf;רציפות;גבולות
linear,(root),.DS_Store,,10244,,False,0,0,False,,
linear,(root),ANALYSIS_SUMMARY.txt,.txt,20906,,False,1952,1312,True,study;time;proof;theorems;minutes;exam;rank;lecture;theorem;analysis,מערכות_לינאריות;בסיס_וממד;דטרמיננטות;גרעין_ותמונה;מרחבים_לינאריים;הפיכות
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/.DS_Store,,10244,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 01 2026.pdf,.pdf,2685939,11,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 02 2026.pdf,.pdf,2305005,10,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 03 2026.pdf,.pdf,3093997,13,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 04 2026.pdf,.pdf,3452989,15,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 05 2026.pdf,.pdf,4252105,16,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 06 2026.pdf,.pdf,3247539,16,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 07 2026.pdf,.pdf,4233167,15,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 08 2026.pdf,.pdf,2864167,14,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 09 2026.pdf,.pdf,3329712,13,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 10 2026.pdf,.pdf,2858447,13,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 11 2026_251202_115331.pdf,.pdf,3139669,14,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 12 2026.pdf,.pdf,1816404,7,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 13 2026.pdf,.pdf,3381252,12,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 14 2026.pdf,.pdf,2987295,12,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 15 2026.pdf,.pdf,3444835,14,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 16 2026.pdf,.pdf,3206729,12,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 17 2026.pdf,.pdf,3870799,16,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 18 2026.pdf,.pdf,1820293,8,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 19 2026.pdf,.pdf,2907077,13,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 20 2026.pdf,.pdf,3804828,15,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 21 2026.pdf,.pdf,5223024,23,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 22 2026.pdf,.pdf,3258335,11,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 23 2026.pdf,.pdf,3269888,16,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 24 2026.pdf,.pdf,1744460,8,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 25 2026.pdf,.pdf,2853755,15,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA01 lecture 26 2026.pdf,.pdf,1424791,8,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/LA02 lecture 26 2026.pdf,.pdf,2419306,13,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_01.txt,.txt,11,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_02.txt,.txt,10,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_03.txt,.txt,13,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_04.txt,.txt,15,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_05.txt,.txt,16,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_06.txt,.txt,16,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_07.txt,.txt,15,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_08.txt,.txt,14,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_09.txt,.txt,13,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_10.txt,.txt,13,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_11.txt,.txt,14,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_12.txt,.txt,7,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_13.txt,.txt,12,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_14.txt,.txt,12,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_15.txt,.txt,14,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/lecture_16.txt,.txt,12,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec10_p1-01.png,.png,220249,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec11_p1-01.png,.png,173929,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec2_p1-01.png,.png,211266,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec3_p1-01.png,.png,206410,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec4_p1-01.png,.png,148333,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec5_p1-01.png,.png,228744,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec6_p1-01.png,.png,204750,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec7_p1-01.png,.png,279716,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec8_p1-01.png,.png,159991,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lec9_p1-01.png,.png,239220,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/out_lecture1_page1-01.png,.png,107838,,False,0,0,False,,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_10_Omer.pdf,.pdf,216226,8,False,3449,1677,True,מטריצה;מטריצות;ה־;הפיכה;אלמנטרית;הראשונה;אלמנטריות;שורה;השורה;המטריצה,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_11_Omer.pdf,.pdf,290356,8,False,3676,1367,True,det;פתרון;מטריצה;למערכת;ש־;לכל;אזי;מתחלפת;ב־;תהא,דטרמיננטות;מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_12_Omer.pdf,.pdf,232122,9,False,4027,1337,True,det;הדטרמיננטה;הפיכה;מטריצה;המטריצה;ולכן;מטריצת;מתקיים;פתרון;ש־,דטרמיננטות;מערכות_לינאריות;גרעין_ותמונה
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_13_Omer.pdf,.pdf,167506,6,False,2529,1218,True,dim;cola;rank;מרחב;העמודות;rowa;span;בסיס;col;השורות,מערכות_לינאריות;גרעין_ותמונה;מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_1_Omer.pdf,.pdf,175915,3,False,1444,737,True,איבר;ש־;שדה;איברים;לכל;לחיבור;מתקיים;ו־;לכפל;multiplicative,הפיכות
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_1_Omer.pdf.txt,.txt,18091,,False,1444,737,True,איבר;ש־;שדה;איברים;לכל;לחיבור;מתקיים;ו־;לכפל;multiplicative,הפיכות
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_2_Omer.pdf,.pdf,183517,6,False,2790,1145,True,mod;מודולו;ש־;קיים;יהא;ב־;פעולות;כלומר;ולכן;מספר,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_3_Omer.pdf,.pdf,203282,11,False,4048,2111,True,מערכת;פתרון;משוואות;המקדמים;שורה;מטריצת;ב־;הגדרה;המשוואות;מדורגת,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_4_Omer.pdf,.pdf,203685,9,False,4241,2038,True,לכל;מרחב־וקטורי;לחיבור;וקטור;תת;מתקיים;מעל;בסקלר;ש־;הגדרה,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_5_Omer.pdf,.pdf,246759,7,False,3786,1302,True,span;וקטורים;ש־;צירוף־ליניארי;מרחב־וקטורי;אזי;ולכן;הווקטור;הווקטורים;לכן,מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_6_Omer.pdf,.pdf,176682,7,False,3310,1193,True,הווקטורים;בת;ולכן;בלתי;תלויים־ליניארית;תלויה־ליניארית;span;וקטור;ש־;מרחב־וקטורי,מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_7_Omer.pdf,.pdf,280928,6,False,3217,1660,True,span;בת;בסיס;ולכן;וקטור;ש־;פורשת;ב־;מרחב־וקטורי;לכן,מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_8_Omer.pdf,.pdf,254149,7,False,3978,1333,True,dim;span;ולכן;לכן;ש־;יהא;תת;ב־;סכום;מרחב־וקטורי,מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/Lin_Alg_I_2025-2026_Tirgul_9_Omer.pdf,.pdf,224344,8,False,4024,1397,True,מטריצה;הפיכה;המטריצה;מטריצות;ה־;ולכן;היחידה;כפל;פתרון;ש־,מרחבים_לינאריים
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/t2.txt,.txt,22156,,False,2790,1145,True,mod;מודולו;ש־;קיים;יהא;ב־;פעולות;כלומר;ולכן;מספר,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/t3.txt,.txt,43586,,False,4050,2111,True,מערכת;פתרון;משוואות;המקדמים;שורה;מטריצת;ב־;הגדרה;המשוואות;מדורגת,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/t4.txt,.txt,41035,,False,4243,2038,True,לכל;מרחב־וקטורי;לחיבור;וקטור;תת;מתקיים;מעל;בסקלר;ש־;הגדרה,
linear,LECTURES+PRACTICE,LECTURES+PRACTICE/tirgul/t5.txt,.txt,35532,,False,3791,1302,True,span;וקטורים;ש־;צירוף־ליניארי;מרחב־וקטורי;אזי;ולכן;הווקטור;הווקטורים;לכן,מרחבים_לינאריים
linear,(root),LECTURE_BY_LECTURE_THEOREM_MAP.md,.md,10120,,False,1774,862,True,tested;theorem;moed;det;medium;rank;proved;lecture;high;lectures,מרחבים_לינאריים;מערכות_לינאריות;דטרמיננטות;בסיס_וממד;גרעין_ותמונה;הפיכות
linear,LOGO,LOGO/Lia Mesika.png,.png,169626,,False,0,0,False,,
linear,(root),MOED_B_THEOREM_ANALYSIS_FINAL.md,.md,12856,,False,2105,1302,True,det;rank;moed;proof;dim;row;basis;theorems;dimension;theorem,מערכות_לינאריות;דטרמיננטות;בסיס_וממד;מרחבים_לינאריים;גרעין_ותמונה;הפיכות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedA_Eng.pdf,.pdf,74934,13,False,885,359,True,let;points;prove;suppose;field;dim;span;linear;every;you,מרחבים_לינאריים;מערכות_לינאריות;בסיס_וממד;דטרמיננטות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedA_Eng_solution.pdf,.pdf,83539,5,False,2757,793,True,dim;let;points;solution;prove;span;ker;there;suppose;holds,מרחבים_לינאריים;מערכות_לינאריות;בסיס_וממד;דטרמיננטות;הפיכות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedA_Heb.pdf,.pdf,114883,13,False,762,332,True,נקודות;ש־;יהי;הוכיחו;נניח;dim;שאלה;span;שדה;מעל,מרחבים_לינאריים
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedB_Eng.pdf,.pdf,72063,11,False,880,357,True,points;let;prove;suppose;linear;following;spanning;such;you;every,מרחבים_לינאריים;מערכות_לינאריות;הפיכות;בסיס_וממד;דטרמיננטות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedB_Eng_solution.pdf,.pdf,78686,5,False,2688,760,True,let;points;dim;prove;solution;such;ker;since;there;holds,מרחבים_לינאריים;מערכות_לינאריות;הפיכות;בסיס_וממד;גרעין_ותמונה;דטרמיננטות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedB_Eng_solution_ocr.txt,.txt,31250,,False,2683,760,True,let;points;dim;prove;solution;such;ker;since;there;holds,מרחבים_לינאריים;מערכות_לינאריות;הפיכות;בסיס_וממד;גרעין_ותמונה;דטרמיננטות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2022-23_MoedB_Heb.pdf,.pdf,120516,11,False,767,329,True,נקודות;ש־;הוכיחו;נניח;שאלה;יהי;מעל;פורשים;ו־;שדה,מערכות_לינאריות;מרחבים_לינאריים
linear,PAST_EXAMS,PAST_EXAMS/LA1_2023-24_MoedA_Eng.pdf,.pdf,70966,14,False,917,395,True,let;points;suppose;space;prove;you;question;vector;system;dim,מרחבים_לינאריים;בסיס_וממד;מערכות_לינאריות;הפיכות;דטרמיננטות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2023-24_MoedA_Heb.pdf,.pdf,136829,14,False,756,343,True,נקודות;יהא;שאלה;הוכיחו;מעל;ש־;dim;נניח;למערכת;הדף,מרחבים_לינאריים
linear,PAST_EXAMS,PAST_EXAMS/LA1_2023-24_MoedA_Solutions.pdf,.pdf,82527,6,False,3002,815,True,let;dim;points;solution;therefore;since;span;linearly;suppose;invertible,מרחבים_לינאריים;בסיס_וממד;הפיכות;מערכות_לינאריות;גרעין_ותמונה;דטרמיננטות
linear,PAST_EXAMS,PAST_EXAMS/LA1_2023-24_MoedB_Eng.pdf,.pdf,71160,13,False,828,353,True,let;points;prove;dim;space;field;vector;suppose;you;question,מרחבים_לינאריים;הפיכות;מערכות_לינאריות;גרעין_ותמונה;דטרמיננטות
